Catalog,SMILES,SELFIES
S2920,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,[C][c][c][c][c][c][c][Ring1][Branch1_1][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch2_3][epsilon][Branch2_1][C][Branch1_3][epsilon][=O][N][C][C][C][C][Branch1_3][Branch1_2][N][Branch1_3][epsilon][C][C][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][=O][c][c][Ring2][epsilon][Ring1]
S3064,Cl.Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,[Cl][.][N][c][c][Branch1_3][epsilon][Br][c][c][Branch1_3][epsilon][Br][c][c][Ring1][Branch1_3][C][N][C][C][C][C][Branch1_3][epsilon][O][C][C][Ring1][Branch1_2]
S3614,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,[C][=C][Branch1_3][epsilon][C][C][C][C][C][Branch1_3][epsilon][C][C][C][C][Branch1_3][epsilon][C][C][Branch2_3][epsilon][=O][C][C][C][C][Branch1_3][epsilon][C][C][C][C][Branch1_3][epsilon][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Ring1][Branch2_2][C][C][C][Ring1][=O][Ring1][=C][C][C][Ring2][epsilon][Branch2_2][Ring2][epsilon][Branch1_2]
S3721,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,[C][C][O][C][C][n][c][Branch2_3][epsilon][C][C][C][C][N][Branch2_3][epsilon][Branch1_2][C][C][c][c][c][c][Branch1_3][=O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][O][c][c][Ring1][F][C][C][Ring1][#C][n][c][c][c][c][c][c][Ring1][Branch1_1][Ring2][epsilon][Branch2_3]
S4218,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,[Cl][c][c][c][c][c][Branch1_3][Ring2][c][Ring1][Branch1_1][C][Branch1_2][Branch2_2][N][C][C][N][C][C][Ring1][Branch1_1][=N][c][c][c][c][c][c][Ring1][Branch1_1][O][Ring1][C]
S4262,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][c][c][c][c][Branch2_3][epsilon][#C][C][Branch1_3][epsilon][=O][C][C][C][N][C][C][C][Branch1_3][=S][O][C][Branch1_3][Branch2_2][c][c][c][c][c][c][Ring1][Branch1_1][c][c][c][c][c][c][Ring1][Branch1_1][C][C][Ring1][#C][c][c][Ring2][epsilon][O]
S4654,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[C][c][c][c][c][c][c][Ring1][Branch1_1][-c][c][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][n][c][c][Ring1][O][N][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][Ring1][=O]
S4930,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][c][n][c][c][c][c][Branch1_3][epsilon][C][c][c][Ring1][Branch1_2][c][Branch1_3][epsilon][=O][o][Ring1][F]
S5018,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,[C][N][C][C][c][c][Branch1_3][=S][c][c][c][c][c][c][Ring1][Branch1_1][n][Ring1][Branch2_1][C][c][c][c][c][c][c][Ring1][Branch1_1][C][Ring1][#C][.][C][N][C][C][c][c][Branch1_3][=S][c][c][c][c][c][c][Ring1][Branch1_1][n][Ring1][Branch2_1][C][c][c][c][c][c][c][Ring1][Branch1_1][C][Ring1][#C][.][O][=S][Branch1_1][epsilon][=O][Branch1_3][epsilon][O][c][c][c][c][c][c][Branch1_3][Branch2_2][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][O][c][c][c][c][Ring1][=O][Ring1][Branch2_2]
S5232,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,[C][C][c][c][c][c][Branch2_3][epsilon][Ring2][c][c][Ring1][Branch1_1][N][C][C][C][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][C][C][Ring1][F][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][c][nHexpl][c][c][c][Branch1_3][Ring1][C][#N][c][c][c][Ring1][Branch1_3][c][Ring1][Branch2_3][C][Ring2][epsilon][O][=O][.][Cl]
S5427,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,[O][=c][nHexpl][c][Branch1_3][epsilon][=O][c][n][c][c][c][c][c][c][Ring1][Branch1_1][n][c][Ring1][Branch2_2][nHexpl][Ring1][N]
S5499,NC12CC3CC(CC(C3)C1)C2,[N][C][C][C][C][C][Branch1_3][F][C][C][Branch1_3][Ring2][C][Ring1][Branch1_1][C][Ring1][Branch2_1][C][Ring1][Branch2_2]
S5611,N#Cc1ncccn1,[N][#C][c][n][c][c][c][n][Ring1][Branch1_1]
S5902,BrC1C(Br)C(Br)C(Br)C(Br)C1Br,[Br][C][C][Branch1_3][epsilon][Br][C][Branch1_3][epsilon][Br][C][Branch1_3][epsilon][Br][C][Branch1_3][epsilon][Br][C][Ring1][Branch2_2][Br]
S7004,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,[C][c][c][c][Branch1_3][epsilon][C][c][Branch2_3][Ring1][Branch2_2][C][N][C][Branch1_3][epsilon][=O][c][c][c][Branch1_3][S][-c][c][c][c][Branch1_3][Branch2_3][C][N][C][C][O][C][C][Ring1][Branch1_1][c][c][Ring1][O][c][c][c][Ring1][=C][c][n][n][Ring1][Ring2][C][C][C][C][C][Ring1][Ring2][c][Branch1_3][epsilon][=O][nHexpl][Ring2][epsilon][S]
S7061,CCC(C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,[C][C][C][Branch1_3][epsilon][C][n][c][c][Branch1_3][epsilon][C][c][c][Branch2_3][epsilon][Ring1][C][Branch1_3][epsilon][=O][N][C][c][c][Branch1_3][epsilon][C][c][c][Branch1_3][epsilon][C][nHexpl][c][Ring1][Branch1_3][=O][c][c][Branch1_3][#C][-c][c][c][c][Branch1_3][Branch2_2][N][C][C][N][C][C][Ring1][Branch1_1][n][c][Ring1][F][c][c][Ring2][epsilon][O][Ring2][epsilon][#N]
S7085,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,[C][c][c][c][c][n][c][Branch2_3][epsilon][=N][N][C][Branch1_3][epsilon][=O][C][S][c][n][c][c][Branch1_3][#N][c][Branch1_3][epsilon][=O][n][Ring1][Branch1_2][-c][c][c][c][c][c][Ring1][Branch1_1][S][C][C][Ring1][=O][s][c][Ring2][epsilon][Branch1_3][c][Ring2][epsilon][F]
S7128,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,[C][C][N][Branch2_3][Ring1][C][c][c][c][Branch1_3][S][-c][c][c][c][Branch1_3][Branch2_3][C][N][C][C][O][C][C][Ring1][Branch1_1][c][c][Ring1][O][c][c][Branch2_3][epsilon][Ring1][C][Branch1_3][epsilon][=O][N][C][c][c][Branch1_3][epsilon][C][c][c][Branch1_3][epsilon][C][nHexpl][c][Ring1][Branch1_3][=O][c][Ring2][epsilon][=O][C][C][C][C][O][C][C][Ring1][Branch1_1]
S7164,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C,[C][C][C][c][c][c][Branch1_3][epsilon][C][nHexpl][c][Branch1_3][epsilon][=O][c][Ring1][Branch1_3][C][N][C][Branch1_3][epsilon][=O][c][c][c][Branch2_3][epsilon][Ring1][-c][c][c][n][c][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][c][Ring1][O][c][c][c][Ring1][=C][c][n][n][Ring1][Ring2][C][Branch1_3][epsilon][C][C]
S7342,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(NC2CCC(O)CC2)n1,[C][C][C][C][N][c][n][c][c][Branch1_3][S][-c][c][c][c][Branch1_3][Branch2_3][C][N][C][C][O][C][C][Ring1][Branch1_1][c][n][Ring1][O][c][Branch1_3][=O][N][C][C][C][C][Branch1_3][epsilon][O][C][C][Ring1][Branch1_2][n][Ring2][epsilon][Branch2_1]
S7400,O=C(COc1ccc(Cl)cc1)NC1CCC(NC(=O)COc2ccc(Cl)cc2)CC1,[O][=C][Branch1_3][N][C][O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][N][C][C][C][C][Branch1_3][#C][N][C][Branch1_3][epsilon][=O][C][O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][C][Ring1][C]
S7485,O=C1/C(=C/c2cccs2)CC/C1=C\c1cccs1,[O][=C][/C][Branch1_3][Branch2_2][=C][/c][c][c][c][s][Ring1][Ring2][C][C][/C][Ring1][Branch2_3][=C][\c][c][c][c][s][Ring1][Ring2]
S7518,CNC1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)CC1OC.Cl,[C][N][C][C][N][Branch2_3][epsilon][=N][c][c][c][c][c][Branch1_3][epsilon][=O][c][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][c][n][Branch1_3][Branch2_1][-c][n][c][c][s][Ring1][Ring2][c][Ring1][N][n][Ring1][=C][C][C][Ring2][epsilon][Branch1_1][O][C][.][Cl]
S7654,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,[C][N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch2_3][Ring1][Branch1_3][N][c][n][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][Branch2_3][epsilon][Ring2][N][C][c][n][c][c][n][c][Ring1][Branch1_1][N][Branch1_3][epsilon][C][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][n][Ring2][epsilon][Branch1_1][c][c][Ring2][epsilon][O]
S7698,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,[C][n][c][c][Branch2_3][epsilon][Ring1][-c][c][c][c][Branch1_3][epsilon][F][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][Ring1][Branch2_3][n][c][Ring1][=N][C][C][C][N][Branch1_3][N][c][n][c][n][c][nHexpl][n][c][c][Ring1][Branch2_1][Ring1][Ring2][C][C][Ring1][N]
S7756,Cn1cc(CC(N)C(=O)O)c2ccccc21,[C][n][c][c][Branch1_3][F][C][C][Branch1_3][epsilon][N][C][Branch1_3][epsilon][=O][O][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][N]
S7790,Cc1nn(C)c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCOCC3)c12,[C][c][n][n][Branch1_3][epsilon][C][c][Branch2_3][epsilon][C][C][O][c][c][c][c][Branch2_3][epsilon][Ring2][N][C][C][N][Branch1_3][=O][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][Branch1_3][epsilon][C][C][C][C][Ring1][F][c][c][Ring1][C][c][Ring2][epsilon][Branch1_3][-c][c][c][c][c][c][Branch1_3][#C][C][C][C][O][c][c][c][c][c][c][c][c][c][c][Ring1][Branch2_2][Ring1][Branch1_1][c][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][n][Branch1_3][F][C][C][N][C][C][O][C][C][Ring1][Branch1_1][c][Ring2][epsilon][=N][Ring2][epsilon][F]
S7819,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][Branch1_3][epsilon][C][c][Ring1][Branch1_2][N][c][n][c][c][c][c][Branch1_3][=S][-c][c][Branch1_3][epsilon][Cl][c][Branch1_3][Ring1][O][C][c][c][Branch1_3][Ring1][O][C][c][Ring1][Branch2_3][Cl][c][c][c][Ring1][C][n][Ring2][epsilon][Ring1]
S7840,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,[c][c][c][Branch2_3][epsilon][S][-c][c][n][n][c][c][Branch2_3][epsilon][Ring1][-c][c][c][c][Branch1_3][O][O][C][C][N][C][C][C][C][C][Ring1][Branch1_1][c][c][Ring1][N][c][n][c][Ring2][epsilon][Branch1_1][Ring1][S][c][c][n][Ring2][epsilon][F]
S7842,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,[C][N][c][n][c][c][c][c][Branch2_3][epsilon][O][-c][c][c][Branch1_3][C][N][C][Branch1_3][epsilon][=O][N][C][C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][Branch1_3][epsilon][F][c][c][Ring1][#N][C][c][Branch1_3][epsilon][C][n][c][Ring2][epsilon][Branch1_2][n][Ring2][epsilon][Branch2_3]
S7846,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,[C][N][C][C][N][Branch2_3][Ring1][F][C][c][c][c][c][Branch2_3][epsilon][=C][N][c][n][c][c][Branch1_3][epsilon][Cl][c][Branch2_3][epsilon][Ring1][N][c][c][c][c][c][c][Ring1][Branch1_1][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][Branch1_3][epsilon][C][C][n][Ring1][#C][c][c][Ring2][epsilon][Branch2_1][C][C][Ring2][epsilon][=N]
S8012,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1.Cl,[C][C][N][C][Branch1_3][Branch1_2][C][Branch1_2][epsilon][N][=O][C][C][N][Branch2_3][epsilon][C][c][n][c][n][c][c][Ring1][Branch1_1][n][c][Branch1_3][Branch2_3][-c][c][c][c][c][c][Ring1][Branch1_1][Cl][n][Ring1][F][-c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][C][Ring2][epsilon][=O][.][Cl]
S8113,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C,[C][O][c][c][c][Branch1_3][=S][-c][c][n][Branch1_3][epsilon][C][c][Branch1_3][epsilon][=O][c][c][n][c][c][c][Ring1][F][Ring1][Branch1_1][c][Branch1_3][Ring1][O][C][c][c][Ring1][#C][C][N][Branch1_3][epsilon][C][C]
S8138,O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1,[O][=c][c][Branch1_3][Branch2_1][-n][c][c][n][n][Ring1][Ring2][c][nHexpl][n][Ring1][Branch2_2][-c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][n][c][n][Ring1][F]
S8229,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,[C][O][c][c][c][Branch2_3][epsilon][Ring1][N][C][C][C][Branch1_3][O][N][C][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_2][C][C][Ring1][O][c][c][c][Ring1][=C][N][c][n][c][c][Branch1_3][epsilon][Cl][c][Branch1_3][=C][N][c][c][c][c][c][c][Ring1][Branch1_1][P][Branch1_2][epsilon][C][Branch1_2][epsilon][C][=O][n][Ring1][C]
S8527,Cc1ccc(NCCN(C)CCNc2ccnc3cc(Cl)ccc23)c2c(=O)c3ccccc3sc12,[C][c][c][c][c][Branch2_3][epsilon][Branch2_2][N][C][C][N][Branch1_3][epsilon][C][C][C][N][c][c][c][n][c][c][c][Branch1_3][epsilon][Cl][c][c][c][Ring1][Branch2_3][Ring1][Branch1_2][c][c][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][s][c][Ring2][epsilon][=N][Ring1][Branch2_3]
S8724,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][Branch2_3][epsilon][#C][N][c][n][c][c][c][Branch2_3][epsilon][Branch1_3][-n][c][c][Branch1_3][Branch1_3][C][N][Branch1_3][epsilon][C][C][c][Branch1_3][Branch2_2][-c][c][c][c][c][c][Ring1][Branch1_1][n][Ring1][N][n][Ring1][S][c][Branch1_3][Ring1][O][C][c][c][Ring2][epsilon][F][N][C][C][O][C][C][Ring1][Branch1_1]
S9257,CC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,[C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][Branch2_1][C][C][=C][Branch1_3][epsilon][C][C][C][=C][C][Branch1_3][epsilon][=O][c][c][Branch1_3][epsilon][O][c][c][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][C][Ring1][O][=O]
S7035,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,[C][c][c][Branch2_3][epsilon][N][C][Branch1_3][epsilon][=O][N][C][C][O][c][c][c][c][Branch1_3][O][-c][c][c][c][Branch1_3][epsilon][N][n][c][Ring1][Branch1_2][c][c][Ring1][O][C][Ring1][C][c][c][c][Branch1_3][Branch2_2][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][c][Ring2][epsilon][F][F]
S2106,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21.Cl,[C][N][C][Branch1_3][epsilon][=O][C][O][c][c][Branch1_3][=C][C][Branch1_3][epsilon][=O][N][C][C][N][C][C][C][Ring1][Branch1_1][C][C][Ring1][Branch1_1][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][C][Ring2][epsilon][Ring2][.][Cl]
S4153,NC(Cc1ccccc1)C(=O)O,[N][C][Branch1_3][Branch2_3][C][c][c][c][c][c][c][Ring1][Branch1_1][C][Branch1_3][epsilon][=O][O]
S4226,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,[C][N][Branch1_3][epsilon][C][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][C][C][C][C][C][Branch1_3][Branch1_2][N][Branch1_3][epsilon][C][C][C][Branch1_2][epsilon][O][=C][Branch1_3][Branch1_2][C][Branch1_2][epsilon][N][=O][C][Branch1_3][epsilon][=O][C][Ring1][=O][Branch1_3][epsilon][O][C][Branch1_2][epsilon][O][=C][Ring1][#C][C][Ring2][epsilon][Branch1_1][=O][.][Cl]
S4694,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,[C][c][n][c][nHexpl][c][Ring1][Ring2][C][N][C][C][c][c][Branch1_3][=O][c][c][c][c][c][c][Ring1][Branch1_1][n][Ring1][Branch2_1][C][C][Ring1][=O][=O][.][Cl]
S8030,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,[c][c][c][Branch1_3][=C][C][N][C][C][C][N][C][C][N][C][C][C][N][C][C][Ring1][=O][c][c][c][Ring1][S][C][N][C][C][C][N][C][C][N][C][C][C][N][C][C][Ring1][=O]
S7441,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC(=O)C5CC5)ncn4)cc3)cc2C(F)(F)F)CC1,[C][N][C][C][N][Branch2_3][Ring1][=S][C][c][c][c][c][Branch2_3][epsilon][S][N][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch2_3][epsilon][Ring1][O][c][c][c][Branch1_3][F][N][C][Branch1_3][epsilon][=O][C][C][C][Ring1][epsilon][n][c][n][Ring1][F][c][c][Ring1][=C][c][c][Ring2][epsilon][Branch2_3][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][C][C][Ring2][epsilon][=S]
S7442,CN1CCN(Cc2ccc(NC(=O)Cc3ccc(Oc4cc(NC(=O)C5CC5)ncn4)cc3)cc2C(F)(F)F)CC1,[C][N][C][C][N][Branch2_3][Ring1][=S][C][c][c][c][c][Branch2_3][epsilon][S][N][C][Branch1_3][epsilon][=O][C][c][c][c][c][Branch2_3][epsilon][Ring1][O][c][c][c][Branch1_3][F][N][C][Branch1_3][epsilon][=O][C][C][C][Ring1][epsilon][n][c][n][Ring1][F][c][c][Ring1][=C][c][c][Ring2][epsilon][Branch2_3][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][C][C][Ring2][epsilon][=S]
S9315,C/C=C(/C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,[C][/C][=C][Branch1_3][epsilon][/C][C][Branch1_3][epsilon][=O][O][C][C][Branch1_3][Branch1_3][O][C][Branch1_2][epsilon][C][=O][c][c][Branch1_3][#N][c][c][c][c][c][c][Branch1_3][epsilon][=O][o][c][Ring1][Branch2_3][Ring1][Branch1_2][O][C][Ring1][=C][Branch1_3][epsilon][C][C]
HY-100489,CC(C)(C)c1cc(O)ccc1O,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][c][c][c][Branch1_3][epsilon][O][c][c][c][Ring1][Branch1_2][O]
HY-100599,O=c1oc2cc(O)ccc2c2ccc(O)cc12,[O][=c][o][c][c][c][Branch1_3][epsilon][O][c][c][c][Ring1][Branch1_2][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][=N][Ring1][Branch1_2]
HY-100768,CCCCCCOc1cc(C)c(O)c(C)c1C,[C][C][C][C][C][C][O][c][c][c][Branch1_3][epsilon][C][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][C][c][Ring1][Branch2_1][C]
HY-10529,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,[C][=C][Branch1_3][epsilon][C][C@@Hexpl][C][C][C@expl][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][C][C@expl][Branch1_3][epsilon][C][C@Hexpl][Branch2_3][epsilon][=O][C][C][C@@Hexpl][C@@expl][Branch1_3][epsilon][C][C][C][C@Hexpl][Branch1_3][epsilon][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C@@Hexpl][Ring1][Branch2_2][C][C][C@expl][Ring1][=O][Ring1][=C][C][C@@Hexpl][Ring2][epsilon][F][Ring2][epsilon][Branch2_1]
HY-107368,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,[C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][C][C][Branch1_3][epsilon][=O][C][C][Branch1_3][epsilon][=O][C][C][C][C][Ring1][Branch1_2][=O][c][Branch1_3][epsilon][Cl][c][Ring1][#N]
HY-107818,O=C(/C=C/c1ccc(O)cc1)c1ccccc1,[O][=C][Branch1_3][N][/C][=C][/c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][c][c][c][c][c][c][Ring1][Branch1_1]
HY-126307,O=c1oc2cc(O)ccc2c2ccccc12,[O][=c][o][c][c][c][Branch1_3][epsilon][O][c][c][c][Ring1][Branch1_2][c][c][c][c][c][c][Ring1][N][Ring1][Branch1_1]
HY-13010,CCN(C(=O)c1c(O)n(C)c2cccc(Cl)c2c1=O)c1ccccc1,[C][C][N][Branch2_3][epsilon][Branch2_3][C][Branch1_3][epsilon][=O][c][c][Branch1_3][epsilon][O][n][Branch1_3][epsilon][C][c][c][c][c][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_2][c][Ring1][O][=O][c][c][c][c][c][c][Ring1][Branch1_1]
HY-13065,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,[C][C][Branch1_2][epsilon][C][=C][C][c][c][Branch1_3][epsilon][O][c][c][c][Branch1_3][=C][C][Branch1_3][epsilon][=O][/C][=C][/c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][c][Ring1][C][O]
HY-13295,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,[C][C][O][C][Branch1_3][epsilon][=O][C][=C][C@expl][Branch1_3][Ring1][C][C][C][C][C][N][C][C][c][c][Branch1_3][N][n][Ring1][=O][c][c][c][c][c][c][Ring1][Branch2_1][Ring1][Branch1_1][C@@Hexpl][Ring1][O][Ring1][=C]
HY-13324,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,[C][O][C][Branch1_3][epsilon][=O][C@expl][C][C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][C@Hexpl][Ring1][Branch1_3][C@Hexpl][C][Branch1_3][epsilon][=O][C][=C][C@@expl][Branch1_2][epsilon][C][Branch2_3][epsilon][Branch2_1][C][C][C@Hexpl][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][C][Branch1_2][Ring1][C][#N][=C][C@expl][Ring1][=N][Ring1][Branch2_3][C][C@expl][Ring2][epsilon][Ring1][Branch1_3][epsilon][C][C][C][Ring2][epsilon][N]
HY-13619,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,[C][c][c][c][Branch1_3][epsilon][C][c][c][Branch2_3][epsilon][F][N][C][Branch1_3][epsilon][=O][C][c][c][c][c][Branch1_3][N][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][O][c][c][Ring1][O][c][Ring2][epsilon][Branch1_1]
HY-13653,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,[O][=C][Branch2_3][epsilon][S][O][C@@Hexpl][C][c][c][Branch1_3][epsilon][O][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_3][O][C@@Hexpl][Ring1][F][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch2_1][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch2_1]
