,Unnamed: 0,smiles,molwt,ccount,fcount,clcount,brcount
889,889,CCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)NC,610.63047208,9,0,0,6
890,890,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1467.6461048279998,9,0,0,17
891,891,CNCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)Br,688.5409841480002,9,0,0,7
892,892,CNCCC(Cl)(Cl)C(Cl)(Cl)Cl,256.909937656,5,0,5,0
893,893,CCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,794.4827963440001,11,0,0,8
894,894,CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,400.83997079200003,8,0,8,0
895,895,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,559.041563688,13,20,0,0
896,896,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,609.038370128,14,22,0,0
897,897,CNCCCCCCCCCCCCC(Cl)(Cl)Cl,315.128732936,14,0,3,0
898,898,CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,304.88661536800004,6,0,6,0
899,899,CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,351.10448168000005,11,10,0,0
900,900,CNC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,310.81634288799995,4,0,7,0
901,901,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,545.0259136239999,12,20,0,0
902,902,CNCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,541.0509855,13,19,0,0
903,903,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,459.04795080800005,11,16,0,0
904,904,CNCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,858.3776583480003,10,0,0,9
905,905,CCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1459.8138430799997,14,0,0,16
906,906,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)Br,618.4627338280001,4,0,0,7
907,907,CNCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1141.988406492,8,0,0,13
908,908,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,595.0227200639999,13,22,0,0
909,909,CNCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,1062.2713411920006,14,0,25,0
910,910,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,698.991261068,14,27,0,0
911,911,CNCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,366.878943144,8,0,7,0
912,912,CNCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,516.7387038,9,0,11,0
913,913,CCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1247.930218688,10,0,0,14
914,914,CNCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,369.09505986799996,11,11,0,0
915,915,CNCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,361.14520361999996,13,9,0,0
916,916,CNCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,652.5828143920002,9,0,15,0
917,917,CNCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,912.4115805360004,13,0,21,0
918,918,CNCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,776.5674699440002,13,0,17,0
919,919,CNCCCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)Br,744.6035844040002,13,0,0,7
920,920,CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,550.699731448,9,0,12,0
921,921,CNC(F)(F)C(F)(F)C(F)(F)F,199.023196668,4,7,0,0
922,922,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)NC,293.15781899200005,12,6,0,0
923,923,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(C)(Br)Br,1064.077894424,8,0,0,12
924,924,CCCCC(F)(F)NC,137.101605856,6,2,0,0
925,925,CNCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,626.707709288,12,0,13,0
926,926,CCCCCC(Cl)(Cl)NC,183.05815484,7,0,2,0
927,927,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,788.2994080280001,5,0,0,9
928,928,CNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,577.032141876,13,21,0,0
929,929,CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,960.3882582480005,14,0,22,0
930,930,CCCCCCCC(Cl)(Cl)NC,211.08945496799998,9,0,2,0
931,931,CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,301.10767524000005,10,8,0,0
932,932,CCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,360.94921562400003,10,0,6,0
933,933,CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,822.5140964720001,13,0,0,8
934,934,CCCCCCCCCCC(Cl)(Cl)NC,253.13640515999998,12,0,2,0
935,935,CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)NC,596.6148220160001,8,0,0,6
936,936,CNCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,572.8013040559999,13,0,11,0
937,937,CNCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,708.6454146480002,13,0,15,0
938,938,CCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,524.824626344,12,0,10,0
939,939,CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,922.2725203520001,9,0,0,10
940,940,CNCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,319.09825342799996,10,9,0,0
941,941,CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,752.4358461520001,8,0,0,8
942,942,CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,496.793326216,10,0,10,0
943,943,CNCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,666.5984644560001,10,0,15,0
944,944,CNCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,380.89459320799995,9,0,7,0
945,945,CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,824.5441476560003,14,0,18,0
946,946,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,395.035494304,9,14,0,0
947,947,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,299.01680954799997,6,11,0,0
948,948,CNCCCCCCCC(Cl)(Cl)Cl,245.05048261599998,9,0,3,0
949,949,CCCCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)NC,680.7087224,14,0,0,6
950,950,CCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,442.886920984,11,0,8,0
951,951,CNCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,297.13274711599996,11,7,0,0
952,952,CNCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,419.09186630799996,12,13,0,0
953,953,CNCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,544.7700039279999,11,0,11,0
954,954,CNC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,802.4425750480003,10,0,19,0
955,955,CCCCC(F)(F)C(F)(F)NC,187.098412296,7,4,0,0
956,956,CCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,808.4984464080001,12,0,0,8
957,957,CNCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,612.692059224,11,0,13,0
958,958,CNCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,434.80099844,8,0,9,0
959,959,CNCCCCCCCCCCC(F)(F)C(F)(F)F,289.18289086799996,13,5,0,0
960,960,CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,992.3507706720002,14,0,0,10
961,961,CNCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1170.01970662,10,0,0,13
962,962,CNCCC(Cl)(Cl)Cl,174.972232296,4,0,3,0
963,963,CNCCCCCCCCCC(Br)(Br)Br,404.93023600400005,11,0,0,3
964,964,CCCCCCCCCC(Br)(Br)C(Br)(Br)NC,496.85639813600005,12,0,0,4
965,965,CCCCCCCCC(Cl)(Cl)NC,225.10510503199998,10,0,2,0
966,966,CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,465.11374462400005,14,14,0,0
967,967,CNCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,613.013298252,13,23,0,0
968,968,CCCC(Cl)(Cl)NC,155.026854712,5,0,2,0
969,969,CNCCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,504.87924875999994,13,0,9,0
970,970,CNCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1367.8876809479998,13,0,0,15
971,971,CNCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1056.2456326760002,13,0,0,11
972,972,CCC(Br)(Br)NC,228.910173488,4,0,0,2
973,973,CNC(Br)(Br)C(C)(Br)Br,384.731197624,4,0,0,4
974,974,CCCCCCCCCCCC(F)(F)NC,235.21115630399999,13,2,0,0
975,975,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,343.15462543200005,13,8,0,0
976,976,CNCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,844.3620082840001,9,0,0,9
977,977,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,393.15143187200005,14,10,0,0
978,978,CCCCCCCCC(Br)(Br)NC,313.00407387200005,10,0,0,2
979,979,CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1431.7825429519999,12,0,0,16
980,980,CCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,388.98051575200003,12,0,6,0
981,981,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,423.06679443200005,11,14,0,0
982,982,CNCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,694.6297645840001,12,0,15,0
983,983,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,349.01361598799997,7,13,0,0
984,984,CNCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)Br,716.5722842760002,11,0,0,7
985,985,CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,632.6374368080001,10,0,14,0
986,986,CNCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,762.5518198800003,12,0,17,0
987,987,CCCCCCCCCCCC(Br)(Br)NC,355.05102406400005,13,0,0,2
988,988,CCCCCCCCCCC(Br)(Br)NC,341.03537400000005,12,0,0,2
989,989,CNCCCCCCCCCC(F)(F)F,225.170434364,11,3,0,0
990,990,CNCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,790.5831200080003,14,0,17,0
991,991,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,648.994454628,13,25,0,0
992,992,CNC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,884.3802804080004,11,0,21,0
993,993,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(C)(Br)Br,1573.5879170239996,11,0,0,18
994,994,CNCC(F)(F)C(F)(F)C(F)(F)F,213.038846732,5,7,0,0
995,995,CNCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,563.016491812,12,21,0,0
996,996,CNC(F)(F)C(C)(F)F,145.051462104,4,4,0,0
997,997,CCCC(Br)(Br)NC,242.925823552,5,0,0,2
998,998,CNCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1000.1830324200002,9,0,0,11
999,999,CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,482.777676152,9,0,10,0
1000,1000,CCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1275.9615188159999,12,0,0,14
1001,1001,CNCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,570.645109032,8,0,13,0
1002,1002,CNCCCCCCC(F)(F)F,183.123484172,8,3,0,0
1003,1003,CCCCCC(F)(F)C(F)(F)C(F)(F)NC,251.1108688,9,6,0,0
1004,1004,CCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1134.1561447440001,13,0,0,12
1005,1005,CCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,796.5128475280003,12,0,18,0
1006,1006,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1637.4827790279996,10,0,0,19
1007,1007,CCCCCCC(F)(F)NC,165.132905984,8,2,0,0
1008,1008,CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,892.4662029520003,14,0,20,0
1009,1009,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,509.04475724800005,12,18,0,0
1010,1010,CNCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,408.92589333599994,11,0,7,0
1011,1011,CCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,978.3351206080001,13,0,0,10
1012,1012,CCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1120.14049468,12,0,0,12
1013,1013,CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,383.11070993199996,12,11,0,0
1014,1014,CCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,810.5284975920002,13,0,18,0
1015,1015,CNCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,305.08260336399997,9,9,0,0
1016,1016,CNCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1651.4984290919995,11,0,0,19
1017,1017,CNCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,363.02926605199997,8,13,0,0
1018,1018,CNCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1537.7243551479996,14,0,0,17
1019,1019,CNCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,640.723359352,13,0,13,0
1020,1020,CNCCCCCCC(Br)(Br)C(Br)(Br)Br,532.7199600120001,9,0,0,5
1021,1021,CNCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1523.7087050839998,13,0,0,17
1022,1022,CNCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,830.4738751760003,12,0,19,0
1023,1023,CCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1601.6192171519997,13,0,0,18
1024,1024,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(C)(Br)Br,1403.7512428239997,10,0,0,16
1025,1025,CNCCCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,518.894898824,14,0,9,0
1026,1026,CNC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,598.997648188,12,23,0,0
1027,1027,CNCCCCCCCC(Br)(Br)C(Br)(Br)Br,546.7356100760002,10,0,0,5
1028,1028,CNCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1184.0353566840001,11,0,0,13
1029,1029,CCCCCCCCCCCC(F)(F)C(F)(F)NC,285.207962744,14,4,0,0
1030,1030,CNCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,627.028948316,14,23,0,0
1031,1031,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,287.09202517600005,9,8,0,0
1032,1032,CCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,908.2568702880002,8,0,0,10
1033,1033,CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,742.6064422960002,13,0,16,0
1034,1034,CCCCCCCC(F)(F)C(F)(F)C(F)(F)NC,279.142168928,11,6,0,0
1035,1035,CCCCCCCCCC(F)(F)C(F)(F)NC,257.176662616,12,4,0,0
1036,1036,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1807.3194532279995,11,0,0,21
1037,1037,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(C)(Br)Br,724.4045460240001,6,0,0,8
1038,1038,CNCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.11390349199996,11,9,0,0
1039,1039,CNCCCCCC(F)(F)C(F)(F)C(F)(F)F,269.101446988,9,7,0,0
1040,1040,CCCCCCC(Br)(Br)NC,284.97277374400005,8,0,0,2
1041,1041,CCCCC(F)(F)C(F)(F)C(F)(F)NC,237.095218736,8,6,0,0
1042,1042,CCCCCCC(Cl)(Cl)C(Cl)(Cl)NC,279.011510264,9,0,4,0
1043,1043,CNCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1381.9033310119999,14,0,0,15
1044,1044,CNCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1353.872030884,12,0,0,15
1045,1045,CNCCCCCCCCC(F)(F)C(F)(F)F,261.15159074,11,5,0,0
1046,1046,CNCCCC(F)(F)F,141.07653398,5,3,0,0
1047,1047,CNCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,339.17969730799996,14,7,0,0
1048,1048,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,309.05753148800005,8,10,0,0
1049,1049,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,573.0572137519999,14,20,0,0
1050,1050,CNC(Br)(Br)C(Br)(Br)C(C)(Br)Br,554.567871824,5,0,0,6
1051,1051,CNCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,347.12955355599996,12,9,0,0
1052,1052,CNCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,338.847643016,6,0,7,0
1053,1053,CCC(Br)(Br)C(Br)(Br)C(Br)(Br)NC,568.5835218880001,6,0,0,6
1054,1054,CNCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,519.085479188,14,17,0,0
1055,1055,CNCCCCC(Br)(Br)Br,334.851985684,6,0,0,3
1056,1056,CNC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(C)(Br)Br,1743.4245912239994,12,0,0,20
1057,1057,CCCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)NC,652.6774222720001,12,0,0,6
1058,1058,CCCCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1148.1717948080002,14,0,0,12
1059,1059,CCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)NC,1757.4402412879995,13,0,0,20
1060,1060,CCCCCCCCCC(Cl)(Cl)C(Cl)(Cl)NC,321.05846045600003,12,0,4,0
1061,1061,CNCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1679.5297292199996,13,0,0,19
1062,1062,CCCCCCCCC(F)(F)NC,193.164206112,10,2,0,0
1063,1063,CNCCCCC(Br)(Br)C(Br)(Br)C(Br)(Br)Br,674.5253340840001,8,0,0,7
1064,1064,CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)NC,321.18911912000004,14,6,0,0
1065,1065,CNCC(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)C(Br)(Br)Br,1311.8250806919998,9,0,0,15
1066,1066,CNC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,966.3179857680005,12,0,23,0
1067,1067,CNCCCCCC(Br)(Br)Br,348.867635748,7,0,0,3
1068,1068,CNCCCCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,586.8169541199999,14,0,11,0
1069,1069,CNCCCC(Cl)(Cl)Cl,188.98788236,5,0,3,0
1070,1070,CNCCCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,462.83229856799994,10,0,9,0
1071,1071,CCCCC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)NC,414.85562085600003,9,0,8,0
1072,1072,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)NC,373.06998799200005,10,12,0,0
1073,1073,CNC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,1048.2556911280008,13,0,25,0
